"ADMX","Parent Category","Name","Display Name","Class","Explain Text","Supported On","Key","Value Name"
"Kerberos.admx","Kerberos","ValidateKDC","Require strict KDC validation","Machine","","At least Windows Vista","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","KdcValidation"
"Kerberos.admx","Kerberos","ForestSearch","Use forest search order","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","UseForestSearch"
"Kerberos.admx","Kerberos","StrictTarget","Require strict target SPN match on remote procedure calls","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","StrictTargetContext"
"Kerberos.admx","Kerberos","KdcProxyServer","Specify KDC proxy servers for Kerberos clients","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos","KdcProxyServer_Enabled"
"Kerberos.admx","Kerberos","KdcProxyDisableServerRevocationCheck","Disable revocation checking for the SSL certificate of KDC proxy servers","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","NoRevocationCheck"
"Kerberos.admx","Kerberos","ClientRequireFast","Fail authentication requests when Kerberos armoring is not available","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","RequireFast"
"Kerberos.admx","Kerberos","ServerAcceptsCompound","Support compound authentication","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Netlogon\Parameters","CompoundIdDisabled"
"Kerberos.admx","Kerberos","MaxTokenSize","Set maximum Kerberos SSPI context token buffer size","Machine","","At least Windows Server 2003 operating systems or Windows XP Professional","System\CurrentControlSet\Control\Lsa\Kerberos\Parameters","EnableMaxTokenSize"
"Kerberos.admx","Kerberos","EnableCbacAndArmor","Kerberos client support for claims, compound authentication and Kerberos armoring","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","EnableCbacAndArmor"
"Kerberos.admx","Kerberos","AlwaysSendCompoundId","Always send compound authentication first","Machine","","At least Windows Server 2012 R2, Windows 8.1 or Windows RT 8.1","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","AlwaysSendCompoundId"
"Kerberos.admx","Kerberos","DevicePKInitEnabled","Support device authentication using certificate","Machine","","At least Windows Server 2016, Windows 10","Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","DevicePKInitEnabled"
"LanmanServer.admx","Lanman Server","Pol_HashPublication","Hash Publication for BranchCache","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\LanmanServer","HashPublicationForPeerCaching"
"LanmanServer.admx","Lanman Server","Pol_HashSupportVersion","Hash Version support for BranchCache","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\LanmanServer","HashSupportVersion"
"LanmanServer.admx","Lanman Server","Pol_CipherSuiteOrder","Cipher suite order","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\LanmanServer","CipherSuiteOrder"
"LanmanServer.admx","Lanman Server","Pol_HonorCipherSuiteOrder","Honor cipher suite order","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\LanmanServer","HonorCipherSuiteOrder"
"LanmanWorkstation.admx","Lanman Workstation","Pol_CipherSuiteOrder","Cipher suite order","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\LanmanWorkstation","CipherSuiteOrder"
"LanmanWorkstation.admx","Lanman Workstation","Pol_EnableInsecureGuestLogons","Enable insecure guest logons","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\LanmanWorkstation","AllowInsecureGuestAuth"
"LanmanWorkstation.admx","Lanman Workstation","Pol_EnableOfflineFilesforCAShares","Offline Files Availability on Continuous Availability Shares","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\LanmanWorkstation","AllowOfflineFilesforCAShares"
"LanmanWorkstation.admx","Lanman Workstation","Pol_EnableHandleCachingForCAFiles","Handle Caching on Continuous Availability Shares","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\LanmanWorkstation","EnableHandleCachingForCAFiles"
"LeakDiagnostic.admx","Windows Memory Leak Diagnosis","WdiScenarioExecutionPolicy","Configure Scenario Execution Level","Machine","","At least Windows Vista","SOFTWARE\Policies\Microsoft\Windows\WDI\{eb73b633-3f4e-4ba0-8f60-8f3c6f53168f}",""
"LinkLayerTopologyDiscovery.admx","Link-Layer Topology Discovery","LLTD_EnableLLTDIO","Turn on Mapper I/O (LLTDIO) driver","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\LLTD","EnableLLTDIO"
"LinkLayerTopologyDiscovery.admx","Link-Layer Topology Discovery","LLTD_EnableRspndr","Turn on Responder (RSPNDR) driver","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows\LLTD","EnableRspndr"
"LocationProviderAdm.admx","Windows Location Provider","DisableWindowsLocationProvider_1","Turn off Windows Location Provider","Machine","","Windows Server 2012, Windows 8, Windows RT, Windows Server 2012 R2, Windows 8.1 or Windows RT 8.1 only","Software\Policies\Microsoft\Windows\LocationAndSensors","DisableWindowsLocationProvider"
"Logon.admx","Logon","DisableExplorerRunLegacy_1","Do not process the legacy run list","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","DisableCurrentUserRun"
"Logon.admx","Logon","DisableExplorerRunLegacy_2","Do not process the legacy run list","Machine","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","DisableLocalMachineRun"
"Logon.admx","Logon","DisableExplorerRunOnceLegacy_1","Do not process the run once list","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","DisableCurrentUserRunOnce"
"Logon.admx","Logon","DisableExplorerRunOnceLegacy_2","Do not process the run once list","Machine","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","DisableLocalMachineRunOnce"
"Logon.admx","Logon","LogonType","Always use classic logon","Machine","","Windows Server 2003 and versions of Windows from Windows XP Professional through Windows 7.","Software\Microsoft\Windows\CurrentVersion\Policies\System","LogonType"
"Logon.admx","Logon","NoWelcomeTips_2","Do not display the Getting Started welcome screen at logon","Machine","","Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoWelcomeScreen"
"Logon.admx","Logon","Run_1","Run these programs at user logon","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer",""
"Logon.admx","Logon","Run_2","Run these programs at user logon","Machine","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer",""
"Logon.admx","Logon","SyncForegroundPolicy","Always wait for the network at computer startup and logon","Machine","","At least Windows Server 2003 operating systems or Windows XP Professional","Software\Policies\Microsoft\Windows NT\CurrentVersion\Winlogon","SyncForegroundPolicy"
"Logon.admx","System","DisableStatusMessages","Remove Boot / Shutdown / Logon / Logoff status messages","Machine","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\System","DisableStatusMessages"
"Logon.admx","System","NoWelcomeTips_1","Do not display the Getting Started welcome screen at logon","User","","Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoWelcomeScreen"
"Logon.admx","System","VerboseStatus","Display highly detailed status messages","Machine","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\System","VerboseStatus"
"Logon.admx","Logon","HideFastUserSwitching","Hide entry points for Fast User Switching","Machine","","At least Windows Vista","Software\Microsoft\Windows\CurrentVersion\Policies\System","HideFastUserSwitching"
"Logon.admx","Logon","DisableStartupSound","Turn off Windows Startup sound","Machine","","Windows operating systems from Windows Vista through Windows 7","Software\Microsoft\Windows\CurrentVersion\Policies\System","DisableStartupSound"
"Logon.admx","Logon","EnableFirstLogonAnimation","Show first sign-in animation ","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Microsoft\Windows\CurrentVersion\Policies\System","EnableFirstLogonAnimation"
"Logon.admx","Logon","UseOEMBackground","Always use custom logon background","Machine","","Windows Server 2008 R2 and Windows 7","Software\Policies\Microsoft\Windows\System","UseOEMBackground"
"Logon.admx","Logon","DontDisplayNetworkSelectionUI","Do not display network selection UI","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\System","DontDisplayNetworkSelectionUI"
"Logon.admx","Logon","DontEnumerateConnectedUsers","Do not enumerate connected users on domain-joined computers","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\System","DontEnumerateConnectedUsers"
"Logon.admx","Logon","EnumerateLocalUsers","Enumerate local users on domain-joined computers","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\System","EnumerateLocalUsers"
"Logon.admx","Logon","BlockUserFromShowingAccountDetailsOnSignin","Block user from showing account details on sign-in","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows\System","BlockUserFromShowingAccountDetailsOnSignin"
"Logon.admx","Logon","DisableLockScreenAppNotifications","Turn off app notifications on the lock screen","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\System","DisableLockScreenAppNotifications"
"Logon.admx","Logon","DisableAcrylicBackgroundOnLogon","Show clear logon background","Machine","","At least Windows Server 2016, Windows 10 Version 1903","Software\Policies\Microsoft\Windows\System","DisableAcrylicBackgroundOnLogon"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicyConfigurationMode","Specify server","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","configurationmode"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicyEnableSIPHighSecurityMode","Configure SIP security mode","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","enablesiphighsecuritymode"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicySipCompression","Configure SIP compression mode","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","sipcompression"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicyPreventRun","Prevent users from running Microsoft Lync","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","preventrun"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicySavePassword","Allow storage of user passwords","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","savepassword"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicyDisableNTCredentials","Require logon credentials","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","disablentcredentials"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicyDisableHttpConnect","Disable HTTP fallback for SIP connection","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","disablehttpconnect"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicyDisableServerCheck","Disable server version check","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","disableservercheck"
"lync15.admx","Microsoft Lync Feature Policies","L_PolicyConfiguredServerCheckValues","Additional server versions supported","Machine","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\lync","configuredservercheckvalues"
